course_title,domain,level,course_type,schedule,course_url,duration,rating
MATLAB Programming for Engineers and Scientists Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/matlab-programming-engineers-scientists,3 months at 10 hours a week,4.8
Sequence Models,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/nlp-sequence-models,37 hours (approximately),4.8
GPT Vision: Seeing the World through Generative AI,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/gpt-vision,Approx. 3 hours to complete,4.5
FPGA Design for Embedded Systems Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/fpga-design,2 months at 10 hours a week,4.5
Self-Driving Cars Specialization,DataScience,Advanced level,Specializations,Flexible schedule,https://www.coursera.org/specializations/self-driving-cars,3 months at 10 hours a week,4.7
Google Data Analytics Capstone: Complete a Case Study,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/google-data-analytics-capstone,11 hours (approximately),4.8
Game Theory,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/game-theory-1,Approx. 17 hours to complete,4.6
Anatomy Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/anatomy,2 months at 10 hours a week,4.8
Understanding the Brain: The Neurobiology of Everyday Life,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/neurobiology,Approx. 27 hours to complete,4.9
Machine Learning for Trading Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/machine-learning-trading,1 months at 10 hours a week,3.9
IBM z/OS Mainframe Practitioner Professional Certificate,DataScience,Intermediate level,Professional Certificates,Flexible schedule,https://www.coursera.org/professional-certificates/ibm-z-mainframe,1 months at 10 hours a week,4.7
Six Sigma Green Belt Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/six-sigma-green-belt,1 months at 10 hours a week,4.7
Data Management for Clinical Research,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/clinical-data-management,Approx. 17 hours to complete,4.7
Put It to Work: Prepare for Cybersecurity Jobs,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,18 hours (approximately),4.8
Conduct UX Research and Test Early Concepts,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/conduct-ux-research,20 hours (approximately),4.8
Introduction to Calculus,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-calculus,Approx. 58 hours to complete,4.8
Managing Emotions in Times of Uncertainty & Stress,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/managing-emotions-uncertainty-stress,Approx. 9 hours to complete,4.8
Renewable Energy Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/renewable-energy,1 months at 10 hours a week,4.8
Medical Neuroscience,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/medical-neuroscience,Approx. 71 hours to complete,4.9
Python Data Structures,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/python-data,19 hours (approximately),4.9
Trustworthy Generative AI,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/trustworthy-generative-ai,8 hours (approximately),4.8
Child Nutrition and Cooking,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/childnutrition,Approx. 11 hours to complete,4.8
Everyday Excel Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/everyday-excel,1 months at 10 hours a week,4.7
International Humanitarian Law in Theory and Practice,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/international-humanitarian-law,Approx. 18 hours to complete,4.8
Health Informatics Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/health-informatics,1 months at 10 hours a week,4.4
Blockchain Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/blockchain,2 months at 10 hours a week,4.6
Microsoft Windows Defender and Firewall for Beginners,DataScience,Beginner level,Guided Project,,https://www.coursera.org/projects/microsoft-windows-defender-and-firewall-for-beginners,2 hours,4.2
Programming with JavaScript,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/programming-with-javascript,42 hours (approximately),4.7
AI & Law,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/ai-law,Approx. 21 hours to complete,4.7
Programming with Google Go Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/google-golang,1 months at 10 hours a week,4.6
Science of Exercise,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/science-exercise,Approx. 9 hours to complete,4.8
Data Visualization with Python,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/python-for-data-visualization,19 hours (approximately),4.5
Software Testing and Automation Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/software-testing-automation,2 months at 10 hours a week,4.2
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/build-a-computer,Approx. 43 hours to complete,4.9
An Introduction to Programming the Internet of Things (IOT) Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/iot,2 months at 10 hours a week,4.7
Digital Product Management: Modern Fundamentals,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/uva-darden-digital-product-management,11 hours (approximately),4.7
Power Electronics Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/power-electronics,2 months at 10 hours a week,4.8
Industrial Biotechnology,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/industrial-biotech,Approx. 11 hours to complete,4.7
CAD and Digital Manufacturing Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/cad-design-digital-manufacturing,2 months at 10 hours a week,4.7
Professional Skills for the Workplace Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/professional-skills-for-the-workplace,1 months at 10 hours a week,4.7
Cybersecurity Attack and Defense Fundamentals Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,5 months at 5 hours a week,4.6
Exploratory Data Analysis for Machine Learning,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,14 hours (approximately),4.6
Building AI Powered Chatbots Without Programming,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/building-ai-powered-chatbots,12 hours (approximately),4.8
Learn to Program: The Fundamentals,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/learn-to-program,Approx. 25 hours to complete,4.7
Machine Learning Foundations for Product Managers,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/machine-learning-foundations-for-product-managers,15 hours (approximately),4.6
Introduction to Clinical Data,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-clinical-data,11 hours (approximately),4.6
Introductory C Programming Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/c-programming,5 months at 10 hours a week,4.6
Microsoft Azure Developer Associate (AZ-204) Professional Certificate,DataScience,Intermediate level,Professional Certificates,Flexible schedule,https://www.coursera.org/professional-certificates/azure-developer-associate,2 months at 10 hours a week,4.6
Miracles of Human Language: An Introduction to Linguistics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/human-language,Approx. 23 hours to complete,4.7
Core Java Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/core-java,2 months at 10 hours a week,4.6
Object-Oriented Data Structures in C++,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/cs-fundamentals-1,21 hours (approximately),4.7
Introduction to Mathematical Thinking,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/mathematical-thinking,Approx. 38 hours to complete,4.8
Convolutional Neural Networks in TensorFlow,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,16 hours (approximately),4.7
Mathematics for Engineers Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/mathematics-engineers,3 months at 10 hours a week,4.9
Learning Linux for LFCA Certification Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/linux-for-lfca-certification,2 months at 10 hours a week,4.5
Interaction Design Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/interaction-design,3 months at 10 hours a week,4.5
Rust Programming Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/rust-programming,3 months at 10 hours a week,4.2
PostgreSQL for Everybody Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/postgresql-for-everybody,1 months at 10 hours a week,4.7
Design of Experiments Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/design-experiments,1 months at 10 hours a week,4.7
